,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
469,tern1,tern sp.,Sterninae sp.,L4385399,ACBS surveys ONLY--May Day Park,2020-09-30 07:51,25.0,30.6061517,-87.9126513,True,False,False,S74239751
470,yecpar,Yellow-chevroned Parakeet,Brotogeris chiriri,L200830,A. D. Barnes Park,2020-09-30 07:51,2.0,25.7340827,-80.3108552,True,False,False,S74240651
471,chukar,Chukar,Alectoris chukar,L12396685,"717–759 MT-72, Bearcreek US-MT 45.11217, -109.01725",2020-09-30 07:48,1.0,45.112171,-109.017252,True,False,True,S74238839
472,y00327,Tufted/Black-crested Titmouse,Baeolophus bicolor/atricristatus,L11404399,"811 E Whitehead St, Smithville US-TX 30.00854, -97.14499",2020-09-30 07:45,2.0,30.00854,-97.144989,True,False,True,S74238504
473,redjun1,Red Junglefowl (Domestic type),Gallus gallus (Domestic type),L1449547,Clarence S. Higgs Memorial Beach,2020-09-30 07:45,8.0,24.546979,-81.78753,True,False,False,S74237374
474,whcpig2,White-crowned Pigeon,Patagioenas leucocephala,L1449547,Clarence S. Higgs Memorial Beach,2020-09-30 07:45,1.0,24.546979,-81.78753,True,False,False,S74237374
475,rocwre,Rock Wren,Salpinctes obsoletus,L7127054,Las Cruces-- West Mesa WTP,2020-09-30 07:44,1.0,32.2581858,-106.9098222,True,False,False,S74243015
476,astfly,Ash-throated Flycatcher,Myiarchus cinerascens,L458089,Twin Buttes Reservoir,2020-09-30 07:44,1.0,31.3774555,-100.5366611,True,False,False,S74239707
477,cintea,Cinnamon Teal,Spatula cyanoptera,L7127054,Las Cruces-- West Mesa WTP,2020-09-30 07:44,5.0,32.2581858,-106.9098222,True,False,False,S74243015
478,lecspa,LeConte's Sparrow,Ammospiza leconteii,L12175446,Anderson Wildlife Area,2020-09-30 07:43,4.0,41.0267719,-95.1856972,True,False,False,S74241679
479,bkhgro,Black-headed Grosbeak,Pheucticus melanocephalus,L197835,1 - Rick 'n' Mo's - Private,2020-09-30 07:43,1.0,32.8178367,-116.9244218,True,False,True,S74243036
480,bncfly,Brown-crested Flycatcher,Myiarchus tyrannulus,L4254459,Brownsville Hike & Bike Trail,2020-09-30 07:42,1.0,25.9425249,-97.4908036,True,False,True,S74238070
481,recpar,Red-crowned Parrot,Amazona viridigenalis,L4254459,Brownsville Hike & Bike Trail,2020-09-30 07:42,4.0,25.9425249,-97.4908036,True,False,True,S74238070
482,y00001,Rufous/Allen's Hummingbird,Selasphorus rufus/sasin,L2169574,"Yard Birds, Encinitas",2020-09-30 07:42,5.0,33.0409751,-117.2410297,True,False,True,S74241213
483,placha,Plain Chachalaca,Ortalis vetula,L4254459,Brownsville Hike & Bike Trail,2020-09-30 07:42,1.0,25.9425249,-97.4908036,True,False,True,S74238070
484,yehpar,Yellow-headed Parrot,Amazona oratrix,L4254459,Brownsville Hike & Bike Trail,2020-09-30 07:42,2.0,25.9425249,-97.4908036,True,False,True,S74238070
485,grnpar,Green Parakeet,Psittacara holochlorus,L4254459,Brownsville Hike & Bike Trail,2020-09-30 07:42,14.0,25.9425249,-97.4908036,True,False,True,S74238070
486,bubhum,Buff-bellied Hummingbird,Amazilia yucatanensis,L4254459,Brownsville Hike & Bike Trail,2020-09-30 07:42,1.0,25.9425249,-97.4908036,True,False,True,S74238070
487,wrenti,Wrentit,Chamaea fasciata,L12215877,"Via Milpas, Fallbrook US-CA 33.40562, -117.20654",2020-09-30 07:40,1.0,33.405617,-117.206537,True,False,True,S74242881
488,calthr,California Thrasher,Toxostoma redivivum,L12215877,"Via Milpas, Fallbrook US-CA 33.40562, -117.20654",2020-09-30 07:40,1.0,33.405617,-117.206537,True,False,True,S74242881
489,britit,Bridled Titmouse,Baeolophus wollweberi,L6247323,"Ranch Acres, Camp Verde",2020-09-30 07:40,5.0,34.569553,-111.8593383,True,False,True,S74242755
490,conwar,Connecticut Warbler,Oporornis agilis,L247770,Kenilworth Park and Aquatic Gardens,2020-09-30 07:39,1.0,38.9133204,-76.9443433,True,False,False,S74239333
491,vigswa,Violet-green Swallow,Tachycineta thalassina,L3629319,US-CA-Carmel Valley Village-336 El Caminito Rd,2020-09-30 07:38,30.0,36.488478,-121.721213,True,False,True,S74242625
492,parake,parakeet sp.,Psittaciformes sp. (parakeet sp.),L200830,A. D. Barnes Park,2020-09-30 07:37,34.0,25.7340827,-80.3108552,True,False,False,S74240161
493,mexjay4,Mexican Jay,Aphelocoma wollweberi,L1957708,"Weissler Yard, Hereford",2020-09-30 07:36,8.0,31.40261,-110.23148,True,False,True,S74240535
494,brespa,Brewer's Sparrow,Spizella breweri,L1901783,Clement Park and Johnson Reservoir,2020-09-30 07:36,1.0,39.6063312,-105.0828203,True,False,False,S74240607
495,y00704,Philadelphia/Warbling Vireo,Vireo philadelphicus/gilvus,L1514892,Rock Creek Park--Maintenance Yard,2020-09-30 07:35,1.0,38.9554951,-77.0493486,True,False,False,S74237636
496,eleter1,Elegant Tern,Thalasseus elegans,L502380,Heron's Head Park,2020-09-30 07:35,9.0,37.7381243,-122.3725462,True,False,False,S74243007
497,blktur,Black Turnstone,Arenaria melanocephala,L878727,Yachats SP,2020-09-30 07:34,7.0,44.3104337,-124.1074687,True,False,False,S74243532
498,surfbi,Surfbird,Calidris virgata,L878727,Yachats SP,2020-09-30 07:34,1.0,44.3104337,-124.1074687,True,False,False,S74243532
499,pitwhy,Pin-tailed Whydah,Vidua macroura,L3622815,Veeh Ranch Park,2020-09-30 07:34,1.0,33.6280293,-117.7380913,True,False,False,S74240446
500,casauk,Cassin's Auklet,Ptychoramphus aleuticus,L878727,Yachats SP,2020-09-30 07:34,12.0,44.3104337,-124.1074687,True,False,False,S74243532
501,y00224,Common/Red-breasted Merganser,Mergus merganser/serrator,L12396891,"1259 S State St, Saint Ignace US-MI 45.84951, -84.70528",2020-09-30 07:32,12.0,45.849512,-84.705281,True,False,True,S74240080
502,aythya1,Aythya sp.,Aythya sp.,L12396891,"1259 S State St, Saint Ignace US-MI 45.84951, -84.70528",2020-09-30 07:32,20.0,45.849512,-84.705281,True,False,True,S74240080
503,pasfly,Pacific-slope Flycatcher,Empidonax difficilis,L267487,Carpinteria Creek,2020-09-30 07:32,1.0,34.3930006,-119.5140259,True,False,False,S74243163
504,dowitc,Short-billed/Long-billed Dowitcher,Limnodromus griseus/scolopaceus,L267487,Carpinteria Creek,2020-09-30 07:32,1.0,34.3930006,-119.5140259,True,False,False,S74243163
505,gresca,Greater Scaup,Aythya marila,L12396891,"1259 S State St, Saint Ignace US-MI 45.84951, -84.70528",2020-09-30 07:32,14.0,45.849512,-84.705281,True,False,True,S74240080
506,comgol,Common Goldeneye,Bucephala clangula,L12396891,"1259 S State St, Saint Ignace US-MI 45.84951, -84.70528",2020-09-30 07:32,2.0,45.849512,-84.705281,True,False,True,S74240080
507,scaup,Greater/Lesser Scaup,Aythya marila/affinis,L140452,Whitefish Point,2020-09-30 07:31,11.0,46.769001,-84.9530029,True,False,False,S74237055
508,belvir,Bell's Vireo,Vireo bellii,L12395232,Bee Creek cut—behind Spring Creek,2020-09-30 07:31,1.0,30.608211,-96.28545,True,True,True,S74240476
509,wesowl1,Western Screech-Owl,Megascops kennicottii,L7598456,"111 Alder Spring Road, Lyle, Washington, US (45.707, -121.237)",2020-09-30 07:26,1.0,45.7065574,-121.2370818,True,False,True,S74242344
510,corshe,Cory's Shearwater,Calonectris diomedea,L490189,Camp Cronin,2020-09-30 07:25,12.0,41.3621949,-71.4872164,True,False,False,S74237372
511,raven,raven sp.,Corvus sp. (raven sp.),L580481,Mt. Lemmon--Babad Do'ag Vista,2020-09-30 07:23,1.0,32.30937,-110.721,True,False,False,S74240305
512,brbhum,Broad-billed Hummingbird,Cynanthus latirostris,L12216777,Yard List,2020-09-30 07:23,1.0,32.308272,-110.826483,True,False,True,S74240571
513,gryhaw2,Gray Hawk,Buteo plagiatus,L3715748,Max A Mandel Golf Course,2020-09-30 07:22,1.0,27.660146,-99.66685,True,False,False,S74238286
514,whcsee1,Morelet's Seedeater,Sporophila morelleti,L3715748,Max A Mandel Golf Course,2020-09-30 07:22,1.0,27.660146,-99.66685,True,False,False,S74238286
515,audori,Audubon's Oriole,Icterus graduacauda,L3715748,Max A Mandel Golf Course,2020-09-30 07:22,2.0,27.660146,-99.66685,True,False,False,S74238286
516,amazon,Amazona sp.,Amazona sp.,L152136,Peck Rd. Water Conservation Park,2020-09-30 07:20,4.0,34.10053,-118.01333,True,False,False,S74243024
517,varthr,Varied Thrush,Ixoreus naevius,L968470,Pine Ridge Park,2020-09-30 07:20,2.0,47.8108471,-122.3467487,True,False,False,S74241288
518,x00051,Western x Glaucous-winged Gull (hybrid),Larus occidentalis x glaucescens,L384030,Hood River mouth,2020-09-30 07:20,1.0,45.7152892,-121.5063858,True,False,False,S74241892
519,mitpar,Mitred Parakeet,Psittacara mitratus,L8391904,Briar Bay Park,2020-09-30 07:19,14.0,25.649928,-80.340717,True,False,False,S74236366
520,vireo1,vireo sp.,Vireo sp.,L7984234,Brumley Nature Preserve--North,2020-09-30 07:17,1.0,36.03391,-79.041909,True,False,False,S74243053
521,norcro,Northwestern Crow,Corvus caurinus,L12396835,"516 Brook Way, Lynden US-WA 48.95512, -122.43579",2020-09-30 07:16,4.0,48.95512,-122.435791,True,False,True,S74239803
522,tribla,Tricolored Blackbird,Agelaius tricolor,L10138628,Via Delta de Anza Trail Driftwood to Willow Pass,2020-09-30 07:13,4.0,38.0304327,-121.9686517,True,False,True,S74242158
523,y00610,Black-crowned/Yellow-crowned Night-Heron,Nycticorax nycticorax/Nyctanassa violacea,L1434129,Lake Hefner--Stars and Stripes Park,2020-09-30 07:11,1.0,35.5512937,-97.5829469,True,False,False,S74239470
524,rebsap,Red-breasted Sapsucker,Sphyrapicus ruber,L321969,Lake Sammamish SP,2020-09-30 07:09,1.0,47.5597558,-122.0549817,True,False,False,S74241311
525,macwar,MacGillivray's Warbler,Geothlypis tolmiei,L4772783,Franklin--Railroad Wash Rd,2020-09-30 07:08,3.0,32.6859991,-109.0818733,True,False,False,S74242218
526,yehbla,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,L4772783,Franklin--Railroad Wash Rd,2020-09-30 07:08,15.0,32.6859991,-109.0818733,True,False,False,S74242218
527,crithr,Crissal Thrasher,Toxostoma crissale,L4772783,Franklin--Railroad Wash Rd,2020-09-30 07:08,3.0,32.6859991,-109.0818733,True,False,False,S74242218
528,weskin,Western Kingbird,Tyrannus verticalis,L2605557,Santa Cruz River--Congress St. to Silverlake Rd.,2020-09-30 07:03,1.0,32.2105498,-110.9848738,True,False,False,S74242318
529,lazbun,Lazuli Bunting,Passerina amoena,L2605557,Santa Cruz River--Congress St. to Silverlake Rd.,2020-09-30 07:03,3.0,32.2105498,-110.9848738,True,False,False,S74242318
530,compau,Common Pauraque,Nyctidromus albicollis,L284174,Choke Canyon SP--Calliham Unit (McMullen Co.)(CTC 082),2020-09-30 07:02,1.0,28.4717282,-98.3394384,True,False,False,S74237449
531,gilfli,Gilded Flicker,Colaptes chrysoides,L871530,McCormick Ranch--Lake Santa Fe,2020-09-30 07:01,1.0,33.5489774,-111.9085407,True,False,False,S74241348
532,vauswi,Vaux's Swift,Chaetura vauxi,L3364514,"Home, North Glendora",2020-09-30 07:01,1.0,34.1483741,-117.8805307,True,False,True,S74241378
533,kirwar,Kirtland's Warbler,Setophaga kirtlandii,L651593,Jordan Lake--B. Everett Jordan Dam,2020-09-30 07:01,1.0,35.6542495,-79.0678176,True,True,False,S74236907
534,kenwar,Kentucky Warbler,Geothlypis formosa,L6235318,Robinson/Vanderah House,2020-09-30 07:00,1.0,29.4823054,-82.2639419,True,False,True,S74235673
535,juntit1,Juniper Titmouse,Baeolophus ridgwayi,L11593552,"41 Cienega Canyon Road, Placitas, New Mexico, US (35.326, -106.475)",2020-09-30 07:00,1.0,35.3257169,-106.4749931,True,False,True,S74242090
536,whepar2,White-eyed Parakeet,Psittacara leucophthalmus,L6307021,Dania Cutoff- backyard,2020-09-30 06:59,12.0,26.068117,-80.1876426,True,False,True,S74243001
537,orwpar,Orange-winged Parrot,Amazona amazonica,L6307021,Dania Cutoff- backyard,2020-09-30 06:59,2.0,26.068117,-80.1876426,True,False,True,S74243001
538,yebfly,Yellow-bellied Flycatcher,Empidonax flaviventris,L1289363,Ancarrow's Landing,2020-09-30 06:55,1.0,37.520068,-77.4188063,True,True,False,S74239312
539,lucwar,Lucy's Warbler,Leiothlypis luciae,L9077402,My Patch(flood diversion canal) (from 51st ave. bridge to 67th ave. bridge),2020-09-30 06:53,1.0,33.6025908,-112.1792857,True,False,True,S74242299
540,yebmag,Yellow-billed Magpie,Pica nuttalli,L11098624,Loch Lomond Park,2020-09-30 06:53,2.0,38.027798,-121.317358,True,True,False,S74240583
541,dusfly,Dusky Flycatcher,Empidonax oberholseri,L9077402,My Patch(flood diversion canal) (from 51st ave. bridge to 67th ave. bridge),2020-09-30 06:53,1.0,33.6025908,-112.1792857,True,False,True,S74242299
542,peflov,Rosy-faced Lovebird,Agapornis roseicollis,L9077402,My Patch(flood diversion canal) (from 51st ave. bridge to 67th ave. bridge),2020-09-30 06:53,3.0,33.6025908,-112.1792857,True,False,True,S74242299
543,sheowl,Short-eared Owl,Asio flammeus,L4906697,Fort Sheridan Forest Preserve--Hawkwatch,2020-09-30 06:51,1.0,42.2227336,-87.8121006,True,True,False,S74238212
544,henspa,Henslow's Sparrow,Centronyx henslowii,L342581,Wah'kon-tah Prairie,2020-09-30 06:50,3.0,37.8995056,-94.0214694,True,False,False,S74241746
545,calypt,Anna's/Costa's Hummingbird,Calypte anna/costae,L2693778,Palm Springs--The Wellness Park/Ruth Hardy Park,2020-09-30 06:42,1.0,33.8357914,-116.5393424,True,False,False,S74240058
546,ruwspa,Rufous-winged Sparrow,Peucaea carpalis,L756149,Lincoln Park--Atturbury Wash,2020-09-30 06:42,1.0,32.1740142,-110.8135986,True,False,False,S74240662
547,casvir,Cassin's Vireo,Vireo cassinii,L2693778,Palm Springs--The Wellness Park/Ruth Hardy Park,2020-09-30 06:42,1.0,33.8357914,-116.5393424,True,False,False,S74240058
548,whip-p1,Eastern Whip-poor-will,Antrostomus vociferus,L4512287,Ralph Winstead Rd,2020-09-30 06:40,1.0,36.4345074,-79.1241574,True,False,False,S74235314
549,norjac,Northern Jacana,Jacana spinosa,L284132,Santa Cruz River--Ina Rd.,2020-09-30 06:39,1.0,32.3375895,-111.0813334,True,True,False,S74239487
550,nopowl,Northern Pygmy-Owl,Glaucidium gnoma,L7056762,Scaponia Park,2020-09-30 06:37,1.0,45.84446,-123.094465,True,False,False,S74242362
551,nswowl,Northern Saw-whet Owl,Aegolius acadicus,L12396537,Carson NF--FS5 Camp,2020-09-30 06:31,1.0,36.426029,-105.34134,True,False,True,S74237958
552,herwar,Hermit Warbler,Setophaga occidentalis,L5566455,Mountainaire,2020-09-30 06:30,1.0,35.084535,-111.6594654,True,False,True,S74241147
553,lobcur,Long-billed Curlew,Numenius americanus,L11854416,"2439 Bacon Street, San Diego, California, US (32.755, -117.242)",2020-09-30 06:26,1.0,32.7551917,-117.2420434,True,False,True,S74241998
554,margod,Marbled Godwit,Limosa fedoa,L11854416,"2439 Bacon Street, San Diego, California, US (32.755, -117.242)",2020-09-30 06:26,2.0,32.7551917,-117.2420434,True,False,True,S74241998
555,mexduc,Mexican Duck,Anas diazi,L208918,Sweetwater Wetlands,2020-09-30 06:25,1.0,32.278549,-111.022495,True,False,False,S74241914
556,larter1,large tern sp.,Hydroprogne/Thalasseus sp.,L1779056,Hotel del Coronado & beach,2020-09-30 06:25,15.0,32.6790278,-117.1796072,True,False,False,S74241784
557,mallar4,Mallard x Mexican Duck (hybrid),Anas platyrhynchos x diazi,L208918,Sweetwater Wetlands,2020-09-30 06:25,1.0,32.278549,-111.022495,True,False,False,S74241914
558,wesfly,Pacific-slope/Cordilleran Flycatcher (Western Flycatcher),Empidonax difficilis/occidentalis,L208918,Sweetwater Wetlands,2020-09-30 06:25,1.0,32.278549,-111.022495,True,False,False,S74241914
559,shearw,shearwater sp.,Procellariidae sp. (shearwater sp.),L490189,Camp Cronin,2020-09-30 06:20,2.0,41.3621949,-71.4872164,True,False,False,S74243110
560,compoo,Common Poorwill,Phalaenoptilus nuttallii,L696156,Topanga--Hillside Dr.,2020-09-30 06:17,2.0,34.1065901,-118.5963956,True,False,False,S74237891
561,swiwhe1,Swinhoe's White-eye,Zosterops simplex,L489033,Huntington Central Park--West,2020-09-30 06:15,15.0,33.6987793,-118.0100083,True,False,False,S74243136
562,loeowl,Long-eared Owl,Asio otus,L5675731,JK Hill Hillsboro NM,2020-09-29 21:56,1.0,32.920771,-107.575696,True,False,True,S74237360
563,burowl,Burrowing Owl,Athene cunicularia,L12395549,"574 S 197th Ave, Buckeye US-AZ 33.44132, -112.48352",2020-09-29 21:03,1.0,33.441316,-112.483518,True,False,True,S74231536
564,grebe1,grebe sp.,Podicipedidae sp.,L12179205,"Ridgway State Park, Ridgway US-CO 38.22419, -107.73275",2020-09-29 20:13,7.0,38.22419,-107.732748,True,False,True,S74229924
565,uplsan,Upland Sandpiper,Bartramia longicauda,L5814436,1515 S Medio River Cir,2020-09-29 20:00,2.0,29.603834,-95.589375,True,True,True,S74229712
566,gryjay,Canada Jay,Perisoreus canadensis,L12395169,"120 Flat Creek Dr, Jackson US-WY 43.47626, -110.76909",2020-09-29 19:35,3.0,43.476262,-110.769087,True,False,True,S74228930
567,commur,Common Murre,Uria aalge,L2821968,Pt. Whitehorn/Maple Way,2020-09-29 19:15,1.0,48.8861942,-122.7861857,True,False,True,S74231809
568,retloo,Red-throated Loon,Gavia stellata,L2821968,Pt. Whitehorn/Maple Way,2020-09-29 19:15,6.0,48.8861942,-122.7861857,True,False,True,S74231809
569,harduc,Harlequin Duck,Histrionicus histrionicus,L2821968,Pt. Whitehorn/Maple Way,2020-09-29 19:15,5.0,48.8861942,-122.7861857,True,False,True,S74231809
570,y00325,Tropical/Couch's Kingbird,Tyrannus melancholicus/couchii,L7010231,"La Paloma, TX",2020-09-29 19:00,,26.0459106,-97.6673895,True,False,True,S74227217
571,whrsan,White-rumped Sandpiper,Calidris fuscicollis,L12394415,"16280 23 Mile Rd, Macomb US-MI 42.67034, -82.96057",2020-09-29 18:56,1.0,42.67034,-82.960573,True,False,True,S74224142
572,pingro,Pine Grosbeak,Pinicola enucleator,L12395681,"Yellowstone National Park, Wyoming, US (44.827, -110.834)",2020-09-29 18:44,2.0,44.8272989,-110.8337979,True,False,True,S74232338
573,lesnig,Lesser Nighthawk,Chordeiles acutipennis,L1051870,My Yard,2020-09-29 18:40,1.0,31.9626851,-106.6660988,True,False,True,S74240826
574,canvas,Canvasback,Aythya valisineria,L1315333,Thermalito Afterbay--causeway,2020-09-29 18:36,4.0,39.4935929,-121.6813946,True,False,False,S74228916
575,hudgod,Hudsonian Godwit,Limosa haemastica,L452698,Loch Raven Reservoir--Paper Mill Flats,2020-09-29 18:30,2.0,39.5044049,-76.6224289,True,True,False,S74228110
576,y00314,Blue-winged/Cinnamon Teal,Spatula discors/cyanoptera,L339165,North Diversion Channel Outfall (formerly Tramway Wetlands),2020-09-29 18:30,3.0,35.2084325,-106.6051265,True,False,False,S74228258
577,rorpar,Rose-ringed Parakeet,Psittacula krameri,L12395604,"177 Ohana St, Kailua US-HI 21.39785, -157.73881",2020-09-29 18:26,1.0,21.397851,-157.738813,True,False,True,S74231844
578,y00635,Red-necked/Red Phalarope,Phalaropus lobatus/fulicarius,L390083,Marlyn Nelson County Park,2020-09-29 18:26,15.0,48.094649,-123.045845,True,False,False,S74230866
579,alcid,alcid sp.,Alcidae sp.,L390083,Marlyn Nelson County Park,2020-09-29 18:26,75.0,48.094649,-123.045845,True,False,False,S74230866
580,y00701,Tree/Violet-green Swallow,Tachycineta bicolor/thalassina,L5181593,GC FARMS: NO PUBLIC ACCESS,2020-09-29 18:19,6.0,36.93839,-121.40324,True,False,True,S74231783
581,scoori,Scott's Oriole,Icterus parisorum,L128911,Big Bend NP--Chisos Basin (FWTX 42),2020-09-29 18:18,1.0,29.2722493,-103.298049,True,False,False,S74230457
582,graspa,Grasshopper Sparrow,Ammodramus savannarum,L7959405,Williams Green,2020-09-29 18:16,1.0,36.154193,-95.990175,True,False,False,S74226443
583,hooori,Hooded Oriole,Icterus cucullatus,L1263591,Laredo- North Central Park,2020-09-29 18:11,1.0,27.6001374,-99.4713843,True,False,False,S74227214
584,wilfly,Willow Flycatcher,Empidonax traillii,L486383,Commons Ford Ranch Metro Park,2020-09-29 18:05,1.0,30.3373826,-97.8930759,True,False,False,S74228144
585,lewwoo,Lewis's Woodpecker,Melanerpes lewis,L506776,Highland Glen Park ,2020-09-29 18:04,1.0,40.414656,-111.7819834,True,False,False,S74227917
586,clcrob,Clay-colored Thrush,Turdus grayi,L4152423,Personal location,2020-09-29 18:00,1.0,25.9410464,-97.4947894,True,False,True,S74228114
587,grypar,Gray Partridge,Perdix perdix,L12394626,"4315 18th Avenue Southwest, Fargo, North Dakota, US (46.852, -96.853)",2020-09-29 17:59,13.0,46.8523187,-96.8527862,True,False,True,S74225400
588,loon,loon sp.,Gavia sp.,L1297661,Flathead Lake--Somers Bay,2020-09-29 17:52,2.0,48.0744087,-114.2354965,True,False,False,S74226263
589,olsfly,Olive-sided Flycatcher,Contopus cooperi,L139900,Las Vegas--Floyd Lamb Park at Tule Springs,2020-09-29 17:51,1.0,36.3249025,-115.266594,True,False,False,S74228666
590,wilsap,Williamson's Sapsucker,Sphyrapicus thyroideus,L12057751,Forest's Fist,2020-09-29 17:48,1.0,35.2643656,-111.4974873,True,False,True,S74228912
591,whhwoo,White-headed Woodpecker,Dryobates albolarvatus,L1271058,Bull Gap Sno Park West,2020-09-29 17:43,1.0,42.0714686,-122.6984882,True,False,True,S74229099
592,y00486,American/Northwestern Crow,Corvus brachyrhynchos/caurinus,L1654829,North Olympic WA--Lower Dungeness Unit,2020-09-29 17:36,15.0,48.1448337,-123.1308693,True,False,False,S74231014
593,sabgul,Sabine's Gull,Xema sabini,L11778429,"Missouri 13, Clinton, Missouri, US (38.329, -93.758)",2020-09-29 17:35,1.0,38.3289925,-93.7575706,True,True,True,S74223876
594,wilpha,Wilson's Phalarope,Phalaropus tricolor,L130766,Hornsby Bend (HOTE 037),2020-09-29 17:31,7.0,30.2181988,-97.6458054,True,False,False,S74226998
595,bargol,Barrow's Goldeneye,Bucephala islandica,L450388,Lake Hood & Lake Spenard (Anc. Int. Airport),2020-09-29 17:30,1.0,61.1787982,-149.9607182,True,False,False,S74233460
596,y00004,Common/Barrow's Goldeneye,Bucephala clangula/islandica,L450388,Lake Hood & Lake Spenard (Anc. Int. Airport),2020-09-29 17:30,20.0,61.1787982,-149.9607182,True,False,False,S74233460
597,litgul,Little Gull,Hydrocoloeus minutus,L2349083,Coralville Lake--Scales Pointe (private property),2020-09-29 17:26,1.0,41.8039822,-91.5899062,True,True,False,S74231300
598,wilplo,Wilson's Plover,Charadrius wilsonia,L128974,Galveston Island SP (UTC 070),2020-09-29 17:25,2.0,29.1956654,-94.9559069,True,False,False,S74236310
599,y00335,Lazuli/Indigo Bunting,Passerina amoena/cyanea,L3177894,West San Gabriel River Parkway Nature Trail,2020-09-29 17:24,1.0,33.8374021,-118.0950344,True,False,False,S74230998
600,commyn,Common Myna,Acridotheres tristis,L3526746,Wawaloli Beach Park,2020-09-29 17:20,2.0,19.7179898,-156.0514784,True,False,False,S74232690
601,y00833,Neotropic/Double-crested Cormorant,Phalacrocorax brasilianus/auritus,L241811,El Franco Lee Park,2020-09-29 17:20,1.0,29.594929,-95.2589295,True,False,False,S74230291
602,zebdov,Zebra Dove,Geopelia striata,L3526746,Wawaloli Beach Park,2020-09-29 17:20,10.0,19.7179898,-156.0514784,True,False,False,S74232690
603,pagplo,Pacific Golden-Plover,Pluvialis fulva,L3526746,Wawaloli Beach Park,2020-09-29 17:20,1.0,19.7179898,-156.0514784,True,False,False,S74232690
604,buffle,Bufflehead,Bucephala albeola,L448084,Woodland/Davis Water Treatment Plant,2020-09-29 17:15,2.0,38.6657506,-121.7174863,True,False,False,S74228256
605,bklkit,Black-legged Kittiwake,Rissa tridactyla,L364733,Race Point,2020-09-29 17:15,10.0,42.0691855,-70.2381706,True,False,False,S74227496
606,blkter,Black Tern,Chlidonias niger,L127238,Lake Sequoyah,2020-09-29 17:15,1.0,36.0525,-94.0654,True,False,False,S74231245
607,prafal,Prairie Falcon,Falco mexicanus,L12394511,"19409 Colorado 13, Rifle, Colorado, US (39.782, -107.95)",2020-09-29 17:13,1.0,39.7815601,-107.9502859,True,False,True,S74224711
608,y00229,Horned/Eared Grebe,Podiceps auritus/nigricollis,L271825,Baseline Reservoir,2020-09-29 17:12,5.0,39.9964235,-105.2053332,True,False,False,S74224777
609,bcxtit1,Tufted x Black-crested Titmouse (hybrid),Baeolophus bicolor x atricristatus,L4389089,Temple neighborhood,2020-09-29 17:10,2.0,31.0656822,-97.3951077,True,False,True,S74224546
610,yeejun,Yellow-eyed Junco,Junco phaeonotus,L12323203,"stakeout Eared Quetzal, FR42 between Sunny Flat and SWRS (2020)",2020-09-29 17:08,6.0,31.8815054,-109.1891165,True,False,False,S74227877
611,norgos,Northern Goshawk,Accipiter gentilis,L12393768,"1000 River Rd, Dresden US-ME (44.0260,-69.7931)",2020-09-29 17:07,1.0,44.026043,-69.793138,True,False,True,S74220136
612,y00494,Black-bellied Plover/golden-plover sp.,Pluvialis sp.,L9782640,Pamet Harbor Boat Ramp,2020-09-29 17:05,1.0,41.9918022,-70.0716601,True,False,False,S74220761
613,y00323,Northern/Gilded Flicker,Colaptes auratus/chrysoides,L2257540,Saguaro NP--West--Red Hills Visitors Center,2020-09-29 17:02,1.0,32.2542072,-111.1972591,True,False,False,S74228287
614,lecthr,LeConte's Thrasher,Toxostoma lecontei,L553152,Chiriaco Summit,2020-09-29 17:00,1.0,33.6614962,-115.7210755,True,False,False,S74231402
615,sagspa,Sagebrush/Bell's Sparrow (Sage Sparrow),Artemisiospiza nevadensis/belli,L553152,Chiriaco Summit,2020-09-29 16:55,1.0,33.6614962,-115.7210755,True,False,False,S74232356
616,ferhaw,Ferruginous Hawk,Buteo regalis,L4834302,Dotson Family Marsh,2020-09-29 16:55,1.0,37.9818895,-122.3623323,True,False,False,S74230973
617,spizel,Spizella sp./American Tree Sparrow,Spizella/Spizelloides sp.,L717752,Hodenpyl Woods,2020-09-29 16:55,1.0,42.9581971,-85.609417,True,False,False,S74224239
618,bubsan,Buff-breasted Sandpiper,Calidris subruficollis,L280564,Sherwood Island State Park,2020-09-29 16:52,2.0,41.1157809,-73.3305955,True,True,False,S74221784
619,comblh1,Common Black Hawk,Buteogallus anthracinus,L2714898,The Jail Trail,2020-09-29 16:51,1.0,34.7496668,-112.0269971,True,False,False,S74228591
620,dusgro,Dusky Grouse,Dendragapus obscurus,L268297,Bryce Canyon NP,2020-09-29 16:51,1.0,37.6461898,-112.1660052,True,False,False,S74229503
621,recwoo,Red-cockaded Woodpecker,Dryobates borealis,L799384,Big Branch Marsh NWR--Boy Scout Rd.,2020-09-29 16:50,2.0,30.2819728,-89.9234819,True,False,False,S74221604
622,bkcspa,Black-chinned Sparrow,Spizella atrogularis,L4025076,Round Mountain Park,2020-09-29 16:45,2.0,33.403292,-110.769213,True,False,False,S74231846
623,y00227,Rusty/Brewer's Blackbird,Euphagus carolinus/cyanocephalus,L1739531,Cat Island Causeway (restricted access),2020-09-29 16:40,1.0,44.5870937,-88.0162688,True,False,False,S74232126
